nom,prix,type,annee,kilometrage,localisation
Mitsubishi Canter,"6,504 USD",Boom / Crane / Bucket Trucks,2001,211266,"Pori,  FI"
Volvo FH12 6x2 hook lift truck with a PM 23 tm crane,"35,713 USD",Boom / Crane / Bucket Trucks,2005,408551,"Hordaland,  NO"
"Scania R650 V8 XT 8X4 INTARDER, LAST AXLE LIFT AND STEERI","50,223 USD",Log trucks,2019,447118,"Groot-Ammers,  NL"
Renault Midlum 270 dxi 4x2 gas tank 20.3 m3,"35,665 USD",Tank Trucks,2011,269054,"Hoogerheide,  NL"
Renault C 8x4 Tridem UUSI PUUAUTO,On Request,Log trucks,2026,Non spécifié,"Oulu,  FI"
Volvo FH12,"18,449 USD",Boom / Crane / Bucket Trucks,2003,733218,"Pori,  FI"
Scania G164 580hv V8 8x4 Tridem,"51,451 USD",Other Trucks,2004,522946,"Lahti,  FI"
DAF CF 320 FA Koel/vriezen +Carrier Supra 1150 Silent,On Request,Reefer Trucks,2020,251033,"Geffen,  NL"
Mercedes-Benz Antos 11300 mil,On Request,Hook lift trucks,2016,70215,"Harmånger,  SE"
Mercedes-Benz Arocs 3240,On Request,Boom / Crane / Bucket Trucks,2018,320006,"Co Kildare, Kildare,  IE"
Mercedes-Benz Actros 2546 Actros 6X2 Meiller RS 21.65 containers,"70,043 USD",Hook lift trucks,2018,201116,"Veghel,  NL"
Volvo FL,"67,821 USD",Reefer Trucks,2022,64632,"Volvo Truck Center Vantaa,  FI"
Mercedes-Benz ATEGO 1324,"50,749 USD",Car Haulers,Non spécifiée,,Non spécifiée
DAF XF 480 / ZESTAW TANDEM / 120 M3 / OŚ PODNOSZONA /,"64,313 USD",Curtain Side Trucks,2019,270918,"Bodzentyn,  PL"
Howo 371,"18,300 USD",Skip loader trucks,2020,3107,"-,  CN"
Renault Master bakery van,"59,519 USD",Beverage Trucks,2024,,Non spécifiée
Mercedes-Benz Arocs 3333,"75,890 USD",Dump Trucks,2014,63264,"brc_trucks,  LT"
Mercedes-Benz ACTROS / 2540 / ACC / E 6 / ZESTAW PRZEJAZDOWY / C,"63,144 USD",Reefer Trucks,Non spécifiée,,Non spécifiée
Iveco 35C15 Daily / maxilift 150 crane,"35,314 USD",Other Trucks,2015,,Non spécifiée
Renault Master deli meat delivery/sales,"37,068 USD",Beverage Trucks,2017,,Non spécifiée
Renault Master bakery van,"28,064 USD",Beverage Trucks,2017,,Non spécifiée
Fiat Ducato DOKA Brygadówka 7-miejsc,"18,113 USD",Other Trucks,2020,,Non spécifiée
Fiat Ducato Borco-Hohns Deli Van,"48,527 USD",Beverage Trucks,2018,,Non spécifiée
Peugeot BOXER 2.0 HDI / double cab,"15,084 USD",Other Trucks,2016,,Non spécifiée
Mercedes-Benz AXOR 1833 K,On Request,Cab & Chassis Trucks,2009,263834,"Jihlava,  CZ"
DAF XF 530Z FAT,"48,313 USD",Dump Trucks,2018,206537,"Västra Götaland, Västra Götalands län,  SE"
DAF XF 530Z FAT,"48,313 USD",Dump Trucks,2018,206537,"Västra Götaland, Västra Götalands län,  SE"
Volvo FH 16,"36,249 USD",Dump Trucks,2011,521952,"Kankaanpää, Satakunta,  FI"
Howo 371,"26,000 USD",Dump Trucks,2020,17746,"hefei,  CN"
"MAN TGS 33.540 6x6 BB CH, Intarder","140,203 USD",Cab & Chassis Trucks,Non spécifiée,Non spécifié,"-,  DE"
Scania R124 12m3,"12,278 USD",Tank Trucks,2004,Non spécifié,"-,  LT"
"Iveco AD190T36W/P 4x4, EEV, Winterdienstausstattung","46,656 USD",Dump Trucks,2011,74254,"-,  DE"
Renault Premium Lander 370 DXI,On Request,Dump Trucks,2008,231233,"Auto Transportadora Moderna Portuense, SA -"
Volvo FMX 500,On Request,Dump Trucks,2014,248727,"Auto Transportadora Moderna Portuense, SA -"
Renault T-Range med sovekabine,On Request,Curtain Side Trucks,2022,162799,"-,  DK"
MAN TGA 28.360 6x2 7m3,"20,931 USD",Concrete Trucks,2007,,"-,  CH"
Ford Transit,Pas de prix,Flatbed Trucks,2008,139870,"Maltby,  UK"
MAN TGS 28.440 6X4-4 BL,On Request,Dump Trucks,2009,,"-,  AT"
Mercedes-Benz Actros 2641L 6x4 MEILLER DSK / HIAB 377 E-6 17m,"73,551 USD",Dump Trucks,2006,484287,"-,  DE"
Scania P 380,"45,604 USD",Boom / Crane / Bucket Trucks,2006,295151,"Tartu, Tartumaa,  EE"
MAN TGM 12.290| Hyvalift Abrollkipper*Bj09*Automatik,"30,286 USD",Hook lift trucks,2010,196291,"-,  DE"
Mitsubishi Fuso Ecanter 9C18 E nur 1594 km !,"70,043 USD",Demountable Trucks,2024,990,"-,  DE"
Ford Transit,Pas de prix,Flatbed Trucks,2010,166164,"Maltby,  UK"
Iveco Eurocargo ML 80-210,"55,777 USD",Curtain Side Trucks,2024,6206,"-,  DE"
DAF LF 210*CARRIER XARIOS 500*LBW 1500kg,"15,084 USD",Reefer Trucks,2015,380687,"-,  SK"
Abroller G&amp;G Plateau / Baumaschinen,"9,343 USD",Hook lift trucks,2024,559,"-,  DE"
38 cbm G&amp;G,"11,682 USD",Hook lift trucks,2021,1616,"-,  DE"
Scania R500 6x2 BL MEILLER RK20.65 Retarder Klima,"20,931 USD",Hook lift trucks,2013,443978,"-,  DE"
Renault Premium 270 **FRENCH TRUCK-CAMION FRANCAIS**,"6,958 USD",Curtain Side Trucks,2004,557029,"Herentals,  BE"
"MAN TGS 18.410Esterer A1+A3*Diesel/Benzin,Oben/Unten","78,228 USD",Tank Trucks,2017,207134,"-,  DE"
Volvo FM-420 6x2 Welaki **69&apos;000 KM**,"43,148 USD",Demountable Trucks,2012,,"-,  CH"
MAN TGA 26.440 TGA 6X2 HIAB 322 E P-5 XS Kran Crane ex,"43,031 USD",Flatbed Trucks,2007,456368,"Veghel,  NL"
Mercedes-Benz Antos 1835 /Absetzkipper Meiller AK 12MT/Eu6/ 361T,"46,762 USD",Skip loader trucks,2018,224412,"Grevenbroich,  DE"
MAN TGA 26.480,"15,084 USD",Hook lift trucks,2005,281352,"Kalajoki,  FI"
Volvo FMX,"27,486 USD",Boom / Crane / Bucket Trucks,2011,683508,"Muurame,  FI"
"Scania G 410 XT EURO 6e, CNG, 8x4, Retarder, Fassi","160,081 USD",Flatbed Trucks,2023,68040,"EDE,  NL"
Iveco 35C 15,"11,576 USD",Curtain Side Trucks,2007,60894,"Dieskau, Sachsen-Anhalt,  DE"
"Scania G 410 XT EURO 6e, CNG, 8x4, Retarder, Fassi","151,896 USD",Flatbed Trucks,2022,88856,"EDE,  NL"
Renault Kerax 460 DXI 8x4 Euro 5 Kipper Meiler Boardmatic,"49,053 USD",Dump Trucks,2013,202783,"'s-Hertogenbosch,  NL"
Volvo FH 460,"185,923 USD",Container Trucks,2020,177091,"Dieskau, Sachsen-Anhalt,  DE"
Iveco Euro Trakker 190 EH / 1,On Request,Dump Trucks,2003,156585,"Dieskau, Sachsen-Anhalt,  DE"
"Scania G 410 XT EURO 6e, CNG, 8x4, Retarder, Fassi","147,219 USD",Flatbed Trucks,2022,162178,"EDE,  NL"
Howo 371,"19,029 USD",Dump Trucks,2024,6214,"-,  CN"
Scania R 480 10x4 Retarder HMF 16 Tonmeter Z-kraan,"92,962 USD",Hook lift trucks,2012,277282,"ANDELST,  NL"
Mercedes-Benz Arocs 3251,"74,720 USD",Dump Trucks,2016,237737,"Nowy Targ, małopolskie,  PL"
Iveco X-WAY 460,On Request,Boom / Crane / Bucket Trucks,2026,62,"REUS (TARRAGONA), Catalunya,  ES"
Scania R 480 10x4 Retarder HMF 16 Tonmeter Z-kraan,"92,962 USD",Hook lift trucks,2012,277282,"ANDELST,  NL"
Scania R 620 8x4,"104,070 USD",Dump Trucks,2011,456708,"Porvoo,  FI"
Volvo 460 6*2 serie 8463,"74,784 USD",Container Trucks,2022,339454,"Trelleborg, Skåne län,  SE"
Volvo FH540 10x4,"221,003 USD",Dump Trucks,2018,326220,"Vantaa,  FI"
Scania P410 XT,On Request,Dump Trucks,2019,Non spécifié,"Loughall Road, Armagh,  UK"
Volvo FM12 6X2,"14,617 USD",Dump Trucks,2000,309461,"Rapla,  EE"
Scania R 500 -2007 krok och kranbil.,On Request,Hook lift trucks,2007,385250,"-,  SE"
MAN TGM 18.290 4x2LL/5775 KSA-kori + PL-nostin,"73,668 USD",Box trucks,2021,100662,"-,  FI"
Volvo FL240 4X2 EURO4 + EFFER + TIPPER,"30,286 USD",Boom / Crane / Bucket Trucks,2008,165223,"Otepää vald,  EE"
MAN TGM 18.340 4x2 EURO6 + FULL SIDE OPENING HEATING B,"26,778 USD",Box trucks,2016,310162,"Otepää vald,  EE"
Scania R520 LB6x2 Lastväxlare,On Request,Hook lift trucks,2018,,"Oskarshamn, Kalmar län,  SE"
Scania P 500 6x2*4 LOW MILEAGE ! / 9 TON FRONT AXLE / RET,"64,196 USD",Container Trucks,2019,95470,"Lääne-Harju vald,  EE"
Mercedes-Benz Actros 1833 4x2 EURO 6 + SIDE OPENING,"50,164 USD",Box trucks,2018,151052,"Otepää vald,  EE"
Scania G 460,"199,520 USD",Hook lift trucks,2023,45360,"-,  DK"
Volvo FH 13,"39,173 USD",Reefer Trucks,2017,731789,"Kankaanpää, Satakunta,  FI"
Scania R730 6x4 tipper truck with 2010 Maur triple traile,"81,013 USD",Dump Trucks,2017,302608,"Akershus,  NO"
DAF XF 480 6X2 BDF FAN SSC Retarder Automatic Euro 6,"25,491 USD",Demountable Trucks,2021,476727,"Veghel,  NL"
Mercedes-Benz Axor 1824 // Hydraulic Ramp //,"31,455 USD",Car Haulers,2007,270296,"Vamdrup,  DK"
Scania R650 6x4 tipper truck WATCH VIDEO,"83,120 USD",Dump Trucks,2018,262840,"Akershus,  NO"
MAN TGS 41.480,"81,268 USD",Dump Trucks,2017,189518,"Bodzentyn,  PL"
DAF XF 480,"54,842 USD",Curtain Side Trucks,2019,270918,"Bodzentyn,  PL"
Mercedes-Benz Sprinter box truck+tail lift,"29,935 USD",Other Trucks,2020,,Non spécifiée
Mercedes-Benz Sprinter 314 box truck+tail lift,"23,737 USD",Other Trucks,2019,,Non spécifiée
Iveco 35C14,"29,935 USD",Other Trucks,2021,,Non spécifiée
Iveco 70C17,"25,024 USD",Dump Trucks,2015,,Non spécifiée
Iveco Daily 50C/35 3.0,"42,096 USD",Dump Trucks,2022,,Non spécifiée
Mercedes-Benz Sprinter 519 refrigerated van,"36,249 USD",Other Trucks,2021,,Non spécifiée
Mercedes-Benz Sprinter 513 / double cab,"20,697 USD",Other Trucks,2016,,Non spécifiée
Volvo FH 16.650 8X2 + HIAB 20 TON HAAKARM,"87,641 USD",Hook lift trucks,2019,275192,"Groot-Ammers,  NL"
"Iveco TRAKKER AD410T45 W 8x8 abrollkipper , big axles","39,640 USD",Hook lift trucks,2007,263295,"Krásna ves, Trenčiansky,  SK"
DAF CF 400 8X2 HIAB 244 EP-3 Hipro Crane Kran HIAB XR2,"84,659 USD",Hook lift trucks,2015,170335,"Veghel,  NL"
Mercedes-Benz Actros 1843,"37,419 USD",Container Trucks,2018,,"-,  FR"
Iveco 3.0 HPI 35C15,"30,520 USD",Other Trucks,2019,,Non spécifiée
Iveco Daily 72c-17,"24,205 USD",Dump Trucks,2015,,Non spécifiée
Citroën Jumper maxi box truck+tail lift,"19,528 USD",Other Trucks,2020,,Non spécifiée
Iveco DAILY 4x4 35S18W / Doka,"48,527 USD",Other Trucks,2009,,Non spécifiée
Volkswagen Crafter,"20,112 USD",Other Trucks,2016,,Non spécifiée
Nissan Cabstar NT400 box truck,"14,734 USD",Other Trucks,2016,,Non spécifiée
Renault Master 2.3 / double cab,"25,725 USD",Dump Trucks,2021,,Non spécifiée
Scania R520 V8 6x2 + Crane flatbed truck,"152,013 USD",Flatbed Trucks,Non spécifiée,,Non spécifiée
Volvo FH 460 8x2 open flatbed truck + Crane + JIB 150-6+,On Request,Car Haulers,Non spécifiée,,Non spécifiée
MAN TGE 3.180 box truck+tail lift,"29,818 USD",Other Trucks,2021,,Non spécifiée
Iveco Iveco TRAKKER AD260T45W 6x6 EEV 3-way Bordmatik,"51,334 USD",Dump Trucks,2012,141225,"Krásna ves, Trenčiansky,  SK"
Iveco Daily 72-180 box truck+tail lift,"37,769 USD",Box trucks,2017,,Non spécifiée
Fiat Ducato 2.3D,"21,282 USD",Other Trucks,2018,,Non spécifiée
Renault Master 2.3 Dci 145P,"25,725 USD",Other Trucks,2021,,Non spécifiée
Iveco DAILY 35-170,"22,919 USD",Other Trucks,2015,,Non spécifiée
Iveco 50C15 / crane,"52,503 USD",Dump Trucks,2018,,Non spécifiée
Fiat Ducato 2.3 box truck+tail lift,"15,903 USD",Other Trucks,2016,,Non spécifiée
Renault Master 2.3 DCI / Maxilift crane,"14,734 USD",Other Trucks,2013,,Non spécifiée
Renault Master 2.3 box truck+tail lift,"21,516 USD",Other Trucks,2022,,Non spécifiée
Renault Master III 2.3dCi,"17,774 USD",Other Trucks,2019,,Non spécifiée
Volvo FE Ksa-kori +PL,"41,979 USD",Box trucks,2018,180198,"Vantaa,  FI"
Iveco Daily 35s15 3.0,"21,516 USD",Other Trucks,2018,,Non spécifiée
Iveco 35C16 3.0 Himatic box truck+tail lift,"32,741 USD",Other Trucks,2022,,Non spécifiée
Iveco Daily / crane,"21,516 USD",Flatbed Trucks,2006,,Non spécifiée
Iveco Daily 35C16 box truck+tail lift,"32,507 USD",Other Trucks,2023,,Non spécifiée
Opel Movano L3H2 2.3d box truck+tail lift,"17,540 USD",Other Trucks,2020,,Non spécifiée
Volvo FM 12,"12,805 USD",Hook lift trucks,2005,310686,"Västra Götaland, Västra Götalands län,  SE"
Renault MIDLUM 220 (16t) DXI+CARRIER MULTI+DHOLLANDIA,"14,558 USD",Reefer Trucks,2013,161940,"HANDZAME,  BE"
Nissan NT500 35.15 3.0 TDi,"27,128 USD",Other Trucks,2016,,Non spécifiée
Citroën Jumper 2.2 box truck,"25,725 USD",Other Trucks,2022,,Non spécifiée
Iveco Daily 50C18 3.0 box truck+tail lift,"62,091 USD",Other Trucks,2022,,Non spécifiée
DAF XF 530 -2018 JOAB 24t,On Request,Hook lift trucks,2018,272281,"Kvissleby, Västernorrlands län,  SE"
Mercedes-Benz Atego 1323L Ksa-kori +PL,"68,990 USD",Box trucks,2021,109796,"Vantaa,  FI"
"Mercedes-Benz 2553L FRC 9,9m","110,969 USD",Reefer Trucks,2021,385250,"Vantaa,  FI"
Scania P 360 4x2 KSA-kori + PL-nostin,"46,656 USD",Box trucks,2014,160935,"LEMPÄÄLÄ,  FI"
DAF XF 440,"40,927 USD",Car Haulers,2017,Non spécifié,"San Cipriano Picentino, Salerno,  IT"
Mercedes-Benz Arocs 2540,On Request,Dump Trucks,2019,194924,"Medelpad, Västernorrlands län,  SE"
Scania R 730 8x4*4 // Pendellad /wirehejs//,On Request,Dump Trucks,2017,508281,"Vamdrup,  DK"
MAN TGM 12.280 // Lift // Sideopening,"6,899 USD",Box trucks,2008,280860,"Vamdrup,  DK"
Mercedes-Benz Actros 2753 6x2*4 CHASSIS L=7720 mm,"44,318 USD",Cab & Chassis Trucks,2019,569181,"Lääne-Harju vald,  EE"
MAN TGS 26.400,"70,043 USD",Boom / Crane / Bucket Trucks,2016,409409,"Neuss, Nordrhein-Westfalen,  DE"
DAF CF 330 // 2 compartments / Cold/freeze,"22,100 USD",Reefer Trucks,2017,462921,"Vamdrup,  DK"
DAF 6x2,"20,463 USD",Box trucks,2005,399316,Non spécifiée
Mercedes-Benz Antos 1830 4x2 THERMOKING UT1200 / BOX L=6645 mm,"29,115 USD",Reefer Trucks,2015,274829,"Lääne-Harju vald,  EE"
Scania R420 8x2/6 // Knæklad med venderampe //,On Request,Car Haulers,2008,464786,"Vamdrup,  DK"
MAN TGL 10 / 12.180 4x2 with lift /ramp,"4,093 USD",Box trucks,2006,545564,"Vamdrup,  DK"
Scania P 500 6x2*4 LOW MILEAGE ! / 9 TON FRONT AXLE / RET,"64,196 USD",Container Trucks,2019,91649,"Lääne-Harju vald,  EE"
Scania P 500 6x2*4 LOW MILEAGE ! / 9 TON FRONT AXLE / RET,"64,196 USD",Cab & Chassis Trucks,2019,91649,"Lääne-Harju vald,  EE"
Renault MIDLUM 180.12,"9,296 USD",Box trucks,2011,351516,"Vuren, The Netherlands,  NL"
Iveco EuroCargo 120 Slechts 21.470km,"33,326 USD",Box trucks,2016,13341,"Tessenderlo-Ham,  BE"
Iveco AS260S42 STRALIS,"33,852 USD",Demountable Trucks,2018,312830,"Vuren, The Netherlands,  NL"
Scania P320 6x2*4 taillift,"33,852 USD",Curtain Side Trucks,2015,142858,"Vuren, The Netherlands,  NL"
MAN TGS 35.400 8x4 HOOKLIFT + CRANE HIAB 244 EP-4 HIDU,On Request,Hook lift trucks,2014,431921,"Overpelt,  NL"
"Renault Midlum 270 Dxi EURO 5, Steel suspension, Fuel 1133","16,254 USD",Tank Trucks,2011,231771,"EDE,  NL"
Scania R 520,"21,048 USD",Curtain Side Trucks,2014,713458,"Kankaanpää, Satakunta,  FI"
Volvo FH16 8x2 +4 aks. Kasetti KHT automaatti,"36,132 USD",Dump Trucks,2008,626963,"Forssa, Kanta-Häme,  FI"
Mercedes-Benz Atego 1223 Sähkölaitos versio,"30,286 USD",Boom / Crane / Bucket Trucks,2006,205052,"Lieto,  FI"
Volvo FL10 4x2 + rolfon 2 aks perävaunu,"11,553 USD",Car Haulers,1990,155343,"Turku,  FI"
Scania P 270 LB4x2MNB,"22,217 USD",Cab & Chassis Trucks,2013,206806,"Hämeenlinna,  FI"
Mitsubishi FUSO CANTER 7C18,"25,258 USD",Dump Trucks,2014,137831,"Neuville saint-Amand,  FR"
Scania P410,On Request,Reefer Trucks,2019,Non spécifié,"-,  SE"
Mercedes-Benz Atego 818 K 4x2 mit Kran Atlas AK 65.2-A2L,"46,656 USD",Dump Trucks,2012,86051,"-,  DE"
"Iveco ML100E19 4x2, Kran HMF 810-K2, 2x AHK","70,043 USD",Dump Trucks,2017,44254,"-,  DE"
Hino 300,Pas de prix,Box trucks,2008,237060,"Townsville,  AU"
Iveco Stralis 420 6x2,"40,810 USD",Curtain Side Trucks,2017,,"-,  CH"
Iveco EuroCargo 80E15 Kran Atlas 60.1,"11,576 USD",Flatbed Trucks,1997,87240,"-,  DE"
Mercedes-Benz 1829 Axor I Esterer A3 Tankwagen*LGBF*2Kammer*Ad,"38,471 USD",Tank Trucks,2013,85097,"-,  DE"
Volvo FE 300,Pas de prix,Hook lift trucks,2016,267307,"Brisbane,  AU"
Mercedes-Benz Actros MP3 2546 6x2|MEILLER RK2070*Funk*Retarder,"33,326 USD",Hook lift trucks,2011,172188,"-,  DE"
Renault Kerax 450 6x4,"27,947 USD",Cab & Chassis Trucks,2006,,"-,  CH"
MAN TGM 18.340 4x2 LL / Ldbw / Carrier Supra 1250Mt,"25,141 USD",Reefer Trucks,2016,320614,"-,  DE"
Mercedes-Benz Actros 2543/Scheibe Gardienen/Edscha Verdeck,"73,083 USD",Curtain Side Trucks,2022,192908,"-,  DE"
UD CG 32420,Pas de prix,Hook lift trucks,2021,159536,"Brisbane,  AU"
Volvo FM Electric,On Request,Flatbed Trucks,2026,Non spécifié,"-,  DK"
Mercedes-Benz Arocs 4451 10x4 Abschieber (no tipper),"46,656 USD",Dump Trucks,2014,,"-,  CH"
MAN TGS 50.500 10x4 Dumper 19m3,"81,736 USD",Dump Trucks,2018,,"-,  CH"
Neuer LKW Rollenprüfstand Varioflex 306 TEC,"23,270 USD",Other Trucks,2019,Non spécifié,"-,  DE"
Isuzu NQR,Pas de prix,Reefer Trucks,2008,312791,"Townsville,  AU"
MAN 8.180 Dachdeckerkran Klaas Arbeitskorb 34m,"46,656 USD",Boom / Crane / Bucket Trucks,2005,97732,"-,  DE"
Mercedes-Benz Actros 1832 4x2,"27,947 USD",Curtain Side Trucks,2011,,"-,  CH"
Mercedes-Benz AXOR 1824 4x4 PALFINGER PK 8500 Crane Kran,"54,374 USD",Boom / Crane / Bucket Trucks,2009,66487,"-,  PL"
Iveco Trakker 410 / AD340T41 8X4,"34,963 USD",Dump Trucks,2009,298631,"-,  DE"
MAN TGM 18.340 | Esterer A3*2 Kammern*AHK*Oben/Unten,"31,455 USD",Tank Trucks,2011,218139,"-,  DE"
Iveco Stralis 400 / Lenkachse / Liftachse / STERZANTE,"41,979 USD",Curtain Side Trucks,2017,251038,"-,  DE"
Isuzu FRR600,Pas de prix,Tank Trucks,2015,328152,"Brisbane,  AU"
Volvo FM420 M. HMF 3220K6 Kran,On Request,Box trucks,2024,1243,"-,  DK"
MAN TGM 26.290 6x2 Fragtbil Euro-6 euro-6,On Request,Curtain Side Trucks,2016,,"-,  DK"
Mercedes-Benz Actros E 300 med Joab L21 Ecodrive,On Request,Hook lift trucks,2023,Non spécifié,"Kista, Stockholms län,  SE"
Scania R 590 6x2 Fjärrtransportfordon,"182,386 USD",Box trucks,2021,Non spécifié,"Västerås, Västmanlands län,  SE"
"Fuso eCanter 8,55 ton Transportskåp",On Request,Box trucks,2024,Non spécifié,"Länna,  SE"
MAN TGM 18.290 KYL/FRYS HÖJ/SÄNK,On Request,Reefer Trucks,2022,19822,"Västerås, Västmanlands län,  SE"
Fuso eCanter 9C18e JOAB Lastväxlare,On Request,Hook lift trucks,2024,186,"Skogås, Stockholms län,  SE"
"Fuso eCanter 8,55 ton brädgårdsbil",On Request,Flatbed Trucks,2024,Non spécifié,"Länna, Stockholms län,  SE"
Mercedes-Benz Actros 2563 6x2 Fjärrtransportbil Kyl & Frys,"252,865 USD",Reefer Trucks,2023,24917,"Västerås, Västmanlands län,  SE"
Scania P 280 CNG 4x2,"53,263 USD",Box trucks,2018,90099,"Västerås, Västmanlands län,  SE"
"Fuso eCanter 8,55 ton Kylbil totalhöjd 2800mm",On Request,Reefer Trucks,2025,Non spécifié,"Länna, Stockholms län,  SE"
DAF LF210,"28,064 USD",Box trucks,2017,271356,"Orimattila,  FI"
Scania 81,"16,431 USD",Flatbed Trucks,1978,59652,"-,  DK"
"Scania G 360 + 24,500 LITER! + 6X2 + EURO 5 + PUMP/METER","34,495 USD",Tank Trucks,2010,478503,"Roosendaal,  NL"
Mercedes-Benz AXOR 94230-8X4,"26,193 USD",Dump Trucks,2008,235847,"Eno,  FI"
MAN MAN TGS 480/Manuel/6x4/XS 377HIPRO/WINSCH/8xHYDRO!,On Request,Boom / Crane / Bucket Trucks,2015,Non spécifié,"St. Oswald, Oberösterreich,  AT"
Mercedes-Benz Atego 818 K / Dreiseitenkipper/ Müller Mitteltal,"15,084 USD",Dump Trucks,2005,288752,"Saarlouis,  DE"
Iveco EUROCARGO ML110EW pojazdná dielňa 4x4 VIN 759,"41,979 USD",Other Trucks,2012,82938,"Jurská cesta 4821/3, 934 01 Levice, Slovakia,  SK"
Volvo FLH290 42R dvojstrannka manual E5 VIN 419,"9,238 USD",Curtain Side Trucks,2011,458609,"Jurská cesta 4821/3, 934 01 Levice, Slovakia,  SK"
Renault D 12,"15,786 USD",Box trucks,2017,214373,"-,  FR"
Mercedes-Benz Antos 1827 4X2 19.5tonner 2000kg Ladebordwand Auto,"34,963 USD",Box trucks,2019,205850,"Veghel,  NL"
Renault C 430 6X4 20tons Dalby containersystem Lift+Steeri,"54,725 USD",Hook lift trucks,2017,292520,"Veghel,  NL"
Volvo FM 420 Euro 6 Multilift 21 Ton haakarmsysteem,"52,620 USD",Hook lift trucks,2017,315417,"ANDELST,  NL"
Mercedes-Benz Antos 1827 4X2 19tonner 2000kg Ladebordwand Full a,"34,963 USD",Box trucks,2017,179379,"Veghel,  NL"
Mercedes-Benz Unimog U 219 mit Jotha Aufbau,On Request,Other Trucks,2023,93095,Non spécifiée
Mercedes-Benz Unimog U 427 Top Ausstattung,"108,163 USD",Other Trucks,2019,94491,Non spécifiée
Mercedes-Benz Unimog U 401 Oldtimer,"40,927 USD",Other Trucks,1955,94491,Non spécifiée
Mercedes-Benz Unimog U 218 Top Ausstattung,"95,885 USD",Other Trucks,2018,93095,Non spécifiée
Iveco Eurocargo 120 EL 210hp / Fassi 80A Year 2012 //Tip,"17,423 USD",Boom / Crane / Bucket Trucks,2002,254141,"Vamdrup,  DK"
Volvo FH 750,"310,780 USD",Other Trucks,2016,,"Harstad,  NO"
MAN TGL 12.220 Bak + Palfinger klep 1500 KG € 29.500.-,"34,495 USD",Box trucks,2020,195732,"Geffen,  NL"
Renault D210 12T / Bitemperature Refrigerator / 10 units,"43,616 USD",Reefer Trucks,2019,124274,"Kraków, małopolskie,  PL"
Scania R590 V8 / 8x2 / HMF 9520 + JIB + LIER / TREKKER -,On Request,Boom / Crane / Bucket Trucks,2026,244,"Gilze,  NL"
Scania R 520 LB,"27,977 USD",Box trucks,2017,559234,"Jönköping, Jönköpings län,  SE"
Scania S 580,On Request,Other Trucks,2020,330569,"Aalborg, Nordjylland,  DK"
Volvo FM 440,"10,222 USD",Cab & Chassis Trucks,2008,600535,"Södermanland, Södermanlands län,  SE"
Scania R 420 LB,"8,501 USD",Flatbed Trucks,2009,143481,"Västra Götaland, Västra Götalands län,  SE"
MAN TGS 28.460 Euro 6 Marrel 20 Ton haakarmsysteem,"59,636 USD",Hook lift trucks,2019,336160,"ANDELST,  NL"
Volvo FH540,On Request,Log trucks,2023,208159,"-,  SE"
Mercedes-Benz Actros 2546 | 6X2 | JOAB HOOK | RETARDER | EURO 6,"42,973 USD",Hook lift trucks,2017,131380,"Marknesse,  NL"
Iveco 40C,"4,970 USD",Box trucks,2005,74462,"Enschede, Overijssel,  NL"
Scania R500 NGS XT | 6X4 | 216.000 KM | FULL STEEL | RETA,"69,867 USD",Dump Trucks,2018,134527,"Marknesse,  NL"
Scania 124 6x2 //steel suspension /Hub reduction/ Robson,"12,746 USD",Dump Trucks,2002,466028,"Vamdrup,  DK"
Mercedes-Benz Axor 3540 Multiflift Kipper Container 8x4 Manual G,"49,053 USD",Hook lift trucks,2012,311304,"'s-Hertogenbosch,  NL"
Scania 124 6x2 //steel suspension /Hub reduction/ Robson,"12,746 USD",Dump Trucks,2002,466028,"Vamdrup,  DK"
Scania S 580,On Request,Other Trucks,2020,330569,"Aalborg, Nordjylland,  DK"
Scania R580 8X2*6 + RETARDER + PTO + ADR,"22,100 USD",Cab & Chassis Trucks,2016,911551,"Otepää vald,  EE"
Mercedes-Benz Sprinter 519 CDI 3.0L V6,"21,983 USD",Winch trucks,2021,,Non spécifiée
Fiat Ducato 2.2 L3/4,"38,588 USD",Other Trucks,2024,,Non spécifiée
Renault Master L3 2.3 dCi,"35,548 USD",Other Trucks,2024,,Non spécifiée
Mercedes-Benz Sprinter 917 2.0 CDI / tail lift,"36,366 USD",Other Trucks,2022,,Non spécifiée
Citroën JUMPER,"31,221 USD",Other Trucks,2021,,Non spécifiée
Renault Master / tail lift,"29,935 USD",Other Trucks,2023,,Non spécifiée
"Nissan Cabstar 2,5 td - Doka / 3 sided Tipper","8,770 USD",Other Trucks,2007,,Non spécifiée
Renault Master,"19,060 USD",Other Trucks,2018,,Non spécifiée
Fiat Ducato 2.2d,"21,165 USD",Other Trucks,2022,,Non spécifiée
Scania R 164 G 6x2-4300,"34,495 USD",Demountable Trucks,2003,239306,"Sodankylä,  FI"
Scania G280 4x2 PALFINGER PK 12001 EH HDS Crane Lift,"67,003 USD",Flatbed Trucks,2014,,Non spécifiée
Iveco DAILY 70C18,"55,894 USD",Winch trucks,2023,,Non spécifiée
Renault Master,"25,959 USD",Other Trucks,2021,,Non spécifiée
Renault Master dCi L3,"27,128 USD",Other Trucks,2022,,Non spécifiée
Fiat DUCATO MAXI 2.3 HPI MULTIJET,"18,709 USD",Other Trucks,2016,,Non spécifiée
